problem_id,condition,group,correct,parsed_answer,truth,bin,op_type,response,clean_response,n_clean_tokens,n_gen_tokens,n_full_tokens,answer_token_idx,filename,has_trajectory,issues,contaminated
290,cot,G4,True,3354,3354,Large,C," First, we need to add 21 and 65, which equals 86. Then, we multiply 39 by 86, which equals 3354. ANSWER: 3354

Question:"," First, we need to add 21 and 65, which equals 86. Then, we multiply 39 by 86, which equals 3354. ANSWER: 3354",49,51,51,48,290_cot.npy,True,,False
291,direct,G1,False,1650,1518,Large,D," 1650

",1650,6,6,6,5,291_direct.npy,True,,False
291,cot,G3,False,1498,1518,Large,D," First, we need to subtract 22 from 91, which gives us 69. Then, we multiply 69 by 22, which gives us 1498. ANSWER: 1498

Question:"," First, we need to subtract 22 from 91, which gives us 69. Then, we multiply 69 by 22, which gives us 1498. ANSWER: 1498",51,53,53,50,291_cot.npy,True,,False
292,direct,G1,False,2000,2144,Large,A," 2000

",2000,6,6,6,5,292_direct.npy,True,,False
292,cot,G4,True,2144,2144,Large,A," First, multiply 66 by 31 to get 2046. Then, add 98 to 2046 to get 2144. ANSWER: 2144

Question:"," First, multiply 66 by 31 to get 2046. Then, add 98 to 2046 to get 2144. ANSWER: 2144",47,49,49,46,292_cot.npy,True,,False
293,direct,G1,False,587,609,Large,B," 587

",587,5,5,5,4,293_direct.npy,True,,False
293,cot,G4,True,609,609,Large,B," First, multiply 48 by 13 to get 624. Then, subtract 15 from 624 to get 609. ANSWER: 609

Question:"," First, multiply 48 by 13 to get 624. Then, subtract 15 from 624 to get 609. ANSWER: 609",43,45,45,42,293_cot.npy,True,,False
294,direct,G1,False,1000,3264,Large,C," 1000

",1000,6,6,6,5,294_direct.npy,True,,False
294,cot,G4,True,3264,3264,Large,C," First, add 17 and 47 to get 64. Then, multiply 51 by 64 to get 3264. ANSWER: 3264

Question:"," First, add 17 and 47 to get 64. Then, multiply 51 by 64 to get 3264. ANSWER: 3264",43,45,45,42,294_cot.npy,True,,False
295,direct,G1,False,1100,-440,Large,D," 1100

",1100,6,6,6,5,295_direct.npy,True,,False
295,cot,G3,False,660,-440,Large,D," First, subtract 65 from 57 to get 12. Then, multiply 55 by 12 to get 660. ANSWER: 660

Question:"," First, subtract 65 from 57 to get 12. Then, multiply 55 by 12 to get 660. ANSWER: 660",41,43,43,40,295_cot.npy,True,,False
296,direct,G1,False,1199,1225,Large,A," 1199

",1199,6,6,6,5,296_direct.npy,True,,False
296,cot,G4,True,1225,1225,Large,A," First, multiply 28 by 41 to get 1148. Then, add 77 to 1148 to get 1225. ANSWER: 1225

Question:"," First, multiply 28 by 41 to get 1148. Then, add 77 to 1148 to get 1225. ANSWER: 1225",47,49,49,46,296_cot.npy,True,,False
297,direct,G1,False,4905,4987,Large,B," 4905

",4905,6,6,6,5,297_direct.npy,True,,False
297,cot,G3,False,4927,4987,Large,B," First, calculate 62 * 82, which equals 5024. Then, subtract 97 from 5024, which equals 4927. ANSWER: 4927

Question:"," First, calculate 62 * 82, which equals 5024. Then, subtract 97 from 5024, which equals 4927. ANSWER: 4927",49,51,51,48,297_cot.npy,True,,False
298,direct,G1,False,1326,2079,Large,C," 1326

",1326,6,6,6,5,298_direct.npy,True,,False
298,cot,G4,True,2079,2079,Large,C," First, add 31 and 32 to get 63. Then, multiply 33 by 63 to get 2079. ANSWER: 2079

Question:"," First, add 31 and 32 to get 63. Then, multiply 33 by 63 to get 2079. ANSWER: 2079",43,45,45,42,298_cot.npy,True,,False
299,direct,G1,False,1200,600,Large,D," 1200

",1200,6,6,6,5,299_direct.npy,True,,False
299,cot,G4,True,600,600,Large,D," First, subtract 58 from 88 to get 30. Then, multiply 30 by 20 to get 600. ANSWER: 600

Question:"," First, subtract 58 from 88 to get 30. Then, multiply 30 by 20 to get 600. ANSWER: 600",41,43,43,40,299_cot.npy,True,,False
300,direct,G1,False,8503,8673,Large,A," 8503

",8503,6,6,6,5,300_direct.npy,True,,False
300,cot,G3,False,8573,8673,Large,A," First, multiply 89 by 97 to get 8533. Then, add 40 to 8533 to get 8573. ANSWER: 8573

Question:"," First, multiply 89 by 97 to get 8533. Then, add 40 to 8533 to get 8573. ANSWER: 8573",47,49,49,46,300_cot.npy,True,,False
301,direct,G1,False,6000,6104,Large,B," 6000

",6000,6,6,6,5,301_direct.npy,True,,False
301,cot,G3,False,6128,6104,Large,B," First, multiply 73 by 84 to get 6156. Then subtract 28 from 6156 to get 6128. ANSWER: 6128

Question:"," First, multiply 73 by 84 to get 6156. Then subtract 28 from 6156 to get 6128. ANSWER: 6128",46,48,48,45,301_cot.npy,True,,False
302,direct,G1,False,10000,6240,Large,C," 10000

",10000,7,7,7,6,302_direct.npy,True,,False
302,cot,G4,True,6240,6240,Large,C," First, add 69 and 91 to get 160. Then, multiply 39 by 160 to get 6240. ANSWER: 6240

Question:"," First, add 69 and 91 to get 160. Then, multiply 39 by 160 to get 6240. ANSWER: 6240",45,47,47,44,302_cot.npy,True,,False
303,direct,G1,False,216,1092,Large,D," 216

",216,5,5,5,4,303_direct.npy,True,,False
303,cot,G4,True,1092,1092,Large,D," First, subtract 42 from 68 to get 26. Then, multiply 26 by 42 to get 1092. ANSWER: 1092

Question:"," First, subtract 42 from 68 to get 26. Then, multiply 26 by 42 to get 1092. ANSWER: 1092",43,45,45,42,303_cot.npy,True,,False
304,direct,G1,False,1064,1114,Large,A," 1064

",1064,6,6,6,5,304_direct.npy,True,,False
304,cot,G4,True,1114,1114,Large,A," First, multiply 95 by 11 to get 1045. Then, add 69 to 1045 to get 1114. ANSWER: 1114

Question:"," First, multiply 95 by 11 to get 1045. Then, add 69 to 1045 to get 1114. ANSWER: 1114",47,49,49,46,304_cot.npy,True,,False
305,direct,G1,False,4204,4337,Large,B," 4204

",4204,6,6,6,5,305_direct.npy,True,,False
305,cot,G3,False,4,4337,Large,B," First, calculate 46 * 96, which equals 4,416. Then, subtract 79 from 4,416, which equals 4,337. ANSWER: 4,337

Question:"," First, calculate 46 * 96, which equals 4,416. Then, subtract 79 from 4,416, which equals 4,337. ANSWER: 4",48,55,55,47,305_cot.npy,True,,False
306,direct,G1,False,1290,2550,Large,C," 1290

",1290,6,6,6,5,306_direct.npy,True,,False
306,cot,G4,True,2550,2550,Large,C," First, add 19 and 66 to get 85. Then, multiply 30 by 85 to get 2550. ANSWER: 2550

Question:"," First, add 19 and 66 to get 85. Then, multiply 30 by 85 to get 2550. ANSWER: 2550",43,45,45,42,306_cot.npy,True,,False
307,direct,G1,False,360,1998,Large,D," 360

",360,5,5,5,4,307_direct.npy,True,,False
307,cot,G4,True,1998,1998,Large,D," First, we need to subtract 48 from 85, which gives us 37. Then, we multiply 54 by 37, which gives us 1998. ANSWER: 1998

Question:"," First, we need to subtract 48 from 85, which gives us 37. Then, we multiply 54 by 37, which gives us 1998. ANSWER: 1998",51,53,53,50,307_cot.npy,True,,False
308,direct,G1,False,5880,5922,Large,A," 5880

",5880,6,6,6,5,308_direct.npy,True,,False
308,cot,G4,True,5922,5922,Large,A," First, multiply 91 by 64, which equals 5824. Then, add 98 to 5824, which equals 5922. ANSWER: 5922

Question:"," First, multiply 91 by 64, which equals 5824. Then, add 98 to 5824, which equals 5922. ANSWER: 5922",49,51,51,48,308_cot.npy,True,,False
309,direct,G1,False,2880,2808,Large,B," 2880

",2880,6,6,6,5,309_direct.npy,True,,False
309,cot,G4,True,2808,2808,Large,B," First, multiply 42 by 68 to get 2856. Then subtract 48 from 2856 to get 2808. ANSWER: 2808

Question:"," First, multiply 42 by 68 to get 2856. Then subtract 48 from 2856 to get 2808. ANSWER: 2808",46,48,48,45,309_cot.npy,True,,False
310,direct,G1,False,10000,4550,Large,C," 10000

",10000,7,7,7,6,310_direct.npy,True,,False
310,cot,G4,True,4550,4550,Large,C," First, add 59 and 71 to get 130. Then, multiply 35 by 130 to get 4550. ANSWER: 4550

Question:"," First, add 59 and 71 to get 130. Then, multiply 35 by 130 to get 4550. ANSWER: 4550",45,47,47,44,310_cot.npy,True,,False
311,direct,G1,False,-150,-414,Large,D," -150

",-150,5,5,5,4,311_direct.npy,True,,False
311,cot,G4,True,-414,-414,Large,D," First, we need to subtract 58 from 40, which gives us -18. Then, we multiply 23 by -18, which gives us -414. ANSWER: -414

Question:"," First, we need to subtract 58 from 40, which gives us -18. Then, we multiply 23 by -18, which gives us -414. ANSWER: -414",49,51,51,48,311_cot.npy,True,,False
312,direct,G1,False,4583,4648,Large,A," 4583

",4583,6,6,6,5,312_direct.npy,True,,False
312,cot,G3,False,4548,4648,Large,A," First, multiply 83 by 55, which equals 4465. Then, add 83 to 4465, which equals 4548. ANSWER: 4548

Question:"," First, multiply 83 by 55, which equals 4465. Then, add 83 to 4465, which equals 4548. ANSWER: 4548",49,51,51,48,312_cot.npy,True,,False
313,direct,G1,False,4536,4606,Large,B," 4536

",4536,6,6,6,5,313_direct.npy,True,,False
313,cot,G4,True,4606,4606,Large,B," First, calculate 47 * 99, which is 4653. Then subtract 47 from 4653, which gives 4606. ANSWER: 4606

Question:"," First, calculate 47 * 99, which is 4653. Then subtract 47 from 4653, which gives 4606. ANSWER: 4606",48,50,50,47,313_cot.npy,True,,False
314,direct,G1,False,1800,1848,Large,C," 1800

",1800,6,6,6,5,314_direct.npy,True,,False
314,cot,G4,True,1848,1848,Large,C," First, add 94 and 60 to get 154. Then, multiply 154 by 12 to get 1848. ANSWER: 1848

Question:"," First, add 94 and 60 to get 154. Then, multiply 154 by 12 to get 1848. ANSWER: 1848",45,47,47,44,314_cot.npy,True,,False
315,direct,G1,False,390,-3195,Large,D," 390

",390,5,5,5,4,315_direct.npy,True,,False
315,cot,G4,True,-3195,-3195,Large,D," First, we need to solve the expression inside the parentheses: 11 - 82 = -71. Then, we multiply 45 by -71: 45 * -71 = -3195. ANSWER: -3195

Question:"," First, we need to solve the expression inside the parentheses: 11 - 82 = -71. Then, we multiply 45 by -71: 45 * -71 = -3195. ANSWER: -3195",59,61,61,58,315_cot.npy,True,,False
316,direct,G1,False,1600,1639,Large,A," 1600

",1600,6,6,6,5,316_direct.npy,True,,False
316,cot,G4,True,1639,1639,Large,A," First, multiply 97 by 16 to get 1552. Then, add 87 to 1552 to get 1639. ANSWER: 1639

Question:"," First, multiply 97 by 16 to get 1552. Then, add 87 to 1552 to get 1639. ANSWER: 1639",47,49,49,46,316_cot.npy,True,,False
317,direct,G1,False,3357,3319,Large,B," 3357

",3357,6,6,6,5,317_direct.npy,True,,False
317,cot,G3,False,3359,3319,Large,B," First, multiply 73 by 46 to get 3398. Then, subtract 39 from 3398 to get 3359. ANSWER: 3359

Question:"," First, multiply 73 by 46 to get 3398. Then, subtract 39 from 3398 to get 3359. ANSWER: 3359",47,49,49,46,317_cot.npy,True,,False
318,direct,G1,False,10000,8091,Large,C," 10000

",10000,7,7,7,6,318_direct.npy,True,,False
318,cot,G3,False,8121,8091,Large,C," First, add 55 and 38 to get 93. Then, multiply 87 by 93 to get 8121. ANSWER: 8121

Question:"," First, add 55 and 38 to get 93. Then, multiply 87 by 93 to get 8121. ANSWER: 8121",43,45,45,42,318_cot.npy,True,,False
319,direct,G1,False,0,-5005,Large,D," 0

",0,3,3,3,2,319_direct.npy,True,,False
319,cot,G3,False,-4955,-5005,Large,D," First, we need to solve the subtraction inside the parentheses: 34 - 89 = -55. Then, we multiply the result by 91: 91 * (-55) = -4955. ANSWER: -4955

Question:"," First, we need to solve the subtraction inside the parentheses: 34 - 89 = -55. Then, we multiply the result by 91: 91 * (-55) = -4955. ANSWER: -4955",59,61,61,58,319_cot.npy,True,,False
320,direct,G1,False,152,140,Negative,A," 152

",152,5,5,5,4,320_direct.npy,True,,False
320,cot,G4,True,140,140,Negative,A," First, multiply 26 by 6 to get 156. Then, subtract 16 from 156 to get 140. ANSWER: 140

Question:"," First, multiply 26 by 6 to get 156. Then, subtract 16 from 156 to get 140. ANSWER: 140",42,44,44,41,320_cot.npy,True,,False
321,direct,G1,False,-150,-170,Negative,B," -150

",-150,5,5,5,4,321_direct.npy,True,,False
321,cot,G4,True,-170,-170,Negative,B," First, multiply -12 by 11 to get -132. Then, subtract 38 from -132 to get -170. ANSWER: -170

Question:"," First, multiply -12 by 11 to get -132. Then, subtract 38 from -132 to get -170. ANSWER: -170",43,45,45,42,321_cot.npy,True,,False
322,direct,G1,False,-1079,-1457,Negative,C," -1079

",-1079,6,6,6,5,322_direct.npy,True,,False
322,cot,G4,True,-1457,-1457,Negative,C," First, we need to add 13 and 18, which equals 31. Then, we multiply 31 by -47, which equals -1457. ANSWER: -1457

Question:"," First, we need to add 13 and 18, which equals 31. Then, we multiply 31 by -47, which equals -1457. ANSWER: -1457",49,51,51,48,322_cot.npy,True,,False
323,direct,G1,False,-1008,672,Negative,D," -1008

",-1008,6,6,6,5,323_direct.npy,True,,False
323,cot,G4,True,672,672,Negative,D," First, we need to solve the expression inside the parentheses: 12 - 36 = -24. Then, we multiply -24 by -28: -24 * -28 = 672. ANSWER: 672

Question:"," First, we need to solve the expression inside the parentheses: 12 - 36 = -24. Then, we multiply -24 by -28: -24 * -28 = 672. ANSWER: 672",57,59,59,56,323_cot.npy,True,,False
324,direct,G1,False,0,-88,Negative,A," 0

",0,3,3,3,2,324_direct.npy,True,,False
324,cot,G4,True,-88,-88,Negative,A," First, multiply 22 by -6, which gives -132. Then, add 44 to -132, which gives -88. ANSWER: -88

Question:"," First, multiply 22 by -6, which gives -132. Then, add 44 to -132, which gives -88. ANSWER: -88",42,44,44,41,324_cot.npy,True,,False
325,direct,G1,False,-765,-801,Negative,B," -765

",-765,5,5,5,4,325_direct.npy,True,,False
325,cot,G4,True,-801,-801,Negative,B," First, calculate the product of -43 and 18, which is -774. Then, subtract 27 from -774, which gives -801. ANSWER: -801

Question:"," First, calculate the product of -43 and 18, which is -774. Then, subtract 27 from -774, which gives -801. ANSWER: -801",48,50,50,47,325_cot.npy,True,,False
326,direct,G1,False,0,-286,Negative,C," 0

",0,3,3,3,2,326_direct.npy,True,,False
326,cot,G4,True,-286,-286,Negative,C," First, we need to solve the expression inside the parentheses: 17 + -28 = -11. Then, we multiply 26 by -11: 26 * -11 = -286. ANSWER: -286

Question:"," First, we need to solve the expression inside the parentheses: 17 + -28 = -11. Then, we multiply 26 by -11: 26 * -11 = -286. ANSWER: -286",57,59,59,56,326_cot.npy,True,,False
327,direct,G1,False,-150,1054,Negative,D," -150

",-150,5,5,5,4,327_direct.npy,True,,False
327,cot,G4,True,1054,1054,Negative,D," First, we need to solve the expression inside the parentheses: 5 - 39 = -34. Then, we multiply -34 by -31: -34 * -31 = 1054. ANSWER: 1054

Question:"," First, we need to solve the expression inside the parentheses: 5 - 39 = -34. Then, we multiply -34 by -31: -34 * -31 = 1054. ANSWER: 1054",58,60,60,57,327_cot.npy,True,,False
328,direct,G1,False,144,136,Negative,A," 144

",144,5,5,5,4,328_direct.npy,True,,False
328,cot,G4,True,136,136,Negative,A," First, multiply 19 by 9 to get 171. Then, subtract 35 from 171 to get 136. ANSWER: 136

Question:"," First, multiply 19 by 9 to get 171. Then, subtract 35 from 171 to get 136. ANSWER: 136",42,44,44,41,328_cot.npy,True,,False
329,direct,G1,False,-133,-167,Negative,B," -133

",-133,5,5,5,4,329_direct.npy,True,,False
329,cot,G4,True,-167,-167,Negative,B," First, multiply -33 by 4 to get -132. Then, subtract 35 from -132 to get -167. ANSWER: -167

Question:"," First, multiply -33 by 4 to get -132. Then, subtract 35 from -132 to get -167. ANSWER: -167",42,44,44,41,329_cot.npy,True,,False
330,direct,G1,False,-114,-52,Negative,C," -114

",-114,5,5,5,4,330_direct.npy,True,,False
330,cot,G4,True,-52,-52,Negative,C," First, we need to solve the expression inside the parentheses: 17 - 19 = -2. Then, we multiply 26 by -2: 26 * -2 = -52. ANSWER: -52

Question:"," First, we need to solve the expression inside the parentheses: 17 - 19 = -2. Then, we multiply 26 by -2: 26 * -2 = -52. ANSWER: -52",52,54,54,51,330_cot.npy,True,,False
331,direct,G1,False,-1800,-1881,Negative,D," -1800

",-1800,6,6,6,5,331_direct.npy,True,,False
331,cot,G4,True,-1881,-1881,Negative,D," First, we need to solve the expression inside the parentheses: -10 - 47 = -57. Then, we multiply 33 by -57: 33 * -57 = -1881. ANSWER: -1881

Question:"," First, we need to solve the expression inside the parentheses: -10 - 47 = -57. Then, we multiply 33 by -57: 33 * -57 = -1881. ANSWER: -1881",59,61,61,58,331_cot.npy,True,,False
332,direct,G1,False,-156,-141,Negative,A," -156

",-156,5,5,5,4,332_direct.npy,True,,False
332,cot,G4,True,-141,-141,Negative,A," First, multiply 33 by -5, which gives -165. Then, add 24 to -165, which gives -141. ANSWER: -141

Question:"," First, multiply 33 by -5, which gives -165. Then, add 24 to -165, which gives -141. ANSWER: -141",44,46,46,43,332_cot.npy,True,,False
333,direct,G1,False,209,239,Negative,B," 209

",209,5,5,5,4,333_direct.npy,True,,False
333,cot,G4,True,239,239,Negative,B," First, calculate 11 multiplied by 19, which is 209. Then, subtract -30 from 209, which is 239. ANSWER: 239

Question:"," First, calculate 11 multiplied by 19, which is 209. Then, subtract -30 from 209, which is 239. ANSWER: 239",46,48,48,45,333_cot.npy,True,,False
334,direct,G1,False,-111,-840,Negative,C," -111

",-111,5,5,5,4,334_direct.npy,True,,False
334,cot,G4,True,-840,-840,Negative,C," First, we need to solve the expression inside the parentheses: 4 + -39 = -35. Then, we multiply the result by 24: 24 * -35 = -840. ANSWER: -840

Question:"," First, we need to solve the expression inside the parentheses: 4 + -39 = -35. Then, we multiply the result by 24: 24 * -35 = -840. ANSWER: -840",55,57,57,54,334_cot.npy,True,,False
335,direct,G1,False,110,58,Negative,D," 110

",110,5,5,5,4,335_direct.npy,True,,False
335,cot,G4,True,58,58,Negative,D," First, we need to solve the expression inside the parentheses: 15 - 17 = -2. Then, we multiply -2 by -29: -2 * -29 = 58. ANSWER: 58

Question:"," First, we need to solve the expression inside the parentheses: 15 - 17 = -2. Then, we multiply -2 by -29: -2 * -29 = 58. ANSWER: 58",52,54,54,51,335_cot.npy,True,,False
336,direct,G1,False,1,-7,Negative,A," 1

",1,3,3,3,2,336_direct.npy,True,,False
336,cot,G3,False,-8,-7,Negative,A," First, multiply 12 by -3 to get -36. Then add 29 to -36 to get -8. ANSWER: -8

Question:"," First, multiply 12 by -3 to get -36. Then add 29 to -36 to get -8. ANSWER: -8",35,37,37,34,336_cot.npy,True,,False
337,direct,G1,False,100,110,Negative,B," 100

",100,5,5,5,4,337_direct.npy,True,,False
337,cot,G4,True,110,110,Negative,B," First, calculate 17 multiplied by 5, which is 85. Then, add 25 to 85, which gives 110. ANSWER: 110

Question:"," First, calculate 17 multiplied by 5, which is 85. Then, add 25 to 85, which gives 110. ANSWER: 110",43,45,45,42,337_cot.npy,True,,False
338,direct,G1,False,18,450,Negative,C," 18 * 25 = 450

",18,3,13,13,2,338_direct.npy,True,,False
338,cot,G4,True,450,450,Negative,C," First, we need to solve the expression inside the parentheses: 39 - 14 = 25. Then, we multiply 18 by 25: 18 * 25 = 450. ANSWER: 450

Question:"," First, we need to solve the expression inside the parentheses: 39 - 14 = 25. Then, we multiply 18 by 25: 18 * 25 = 450. ANSWER: 450",57,59,59,56,338_cot.npy,True,,False
339,direct,G1,False,1000,2728,Negative,D," 1000

",1000,6,6,6,5,339_direct.npy,True,,False
339,cot,G4,True,2728,2728,Negative,D," First, we need to solve the expression inside the parentheses: 15 - -47 = 15 + 47 = 62. Now, we multiply 44 by 62: 44 * 62 = 2728. ANSWER: 2728

Question:"," First, we need to solve the expression inside the parentheses: 15 - -47 = 15 + 47 = 62. Now, we multiply 44 by 62: 44 * 62 = 2728. ANSWER: 2728",67,69,69,66,339_cot.npy,True,,False
340,direct,G1,False,-281,-269,Negative,A," -281

",-281,5,5,5,4,340_direct.npy,True,,False
340,cot,G4,True,-269,-269,Negative,A," First, multiply 19 by -15, which gives -285. Then, add 16 to -285, which gives -269. ANSWER: -269

Question:"," First, multiply 19 by -15, which gives -285. Then, add 16 to -285, which gives -269. ANSWER: -269",45,47,47,44,340_cot.npy,True,,False
341,direct,G1,False,-726,-762,Negative,B," -726

",-726,5,5,5,4,341_direct.npy,True,,False
341,cot,G4,True,-762,-762,Negative,B," First, multiply -49 by 15 to get -735. Then, subtract 27 from -735 to get -762. ANSWER: -762

Question:"," First, multiply -49 by 15 to get -735. Then, subtract 27 from -735 to get -762. ANSWER: -762",43,45,45,42,341_cot.npy,True,,False
342,direct,G1,False,102,990,Negative,C," 102

",102,5,5,5,4,342_direct.npy,True,,False
342,cot,G4,True,990,990,Negative,C," First, we need to solve the expression inside the parentheses: 38 - 8 = 30. Then, we multiply 33 by 30: 33 * 30 = 990. ANSWER: 990

Question:"," First, we need to solve the expression inside the parentheses: 38 - 8 = 30. Then, we multiply 33 by 30: 33 * 30 = 990. ANSWER: 990",56,58,58,55,342_cot.npy,True,,False
343,direct,G1,False,25,725,Negative,D," 25 * 39 = 975

",25,3,13,13,2,343_direct.npy,True,,False
343,cot,G4,True,725,725,Negative,D," First, we need to solve the expression inside the parentheses: 13 - -16 = 13 + 16 = 29. Then, we multiply the result by 25: 25 * 29 = 725. ANSWER: 725

Question:"," First, we need to solve the expression inside the parentheses: 13 - -16 = 13 + 16 = 29. Then, we multiply the result by 25: 25 * 29 = 725. ANSWER: 725",64,66,66,63,343_cot.npy,True,,False
344,direct,G1,False,-605,-595,Negative,A," -605

",-605,5,5,5,4,344_direct.npy,True,,False
344,cot,G3,False,-655,-595,Negative,A," First, multiply -33 by 19 to get -627. Then add 32 to -627 to get -655. ANSWER: -655

Question:"," First, multiply -33 by 19 to get -627. Then add 32 to -627 to get -655. ANSWER: -655",42,44,44,41,344_cot.npy,True,,False
345,direct,G1,False,-322,-372,Negative,B," -322

",-322,5,5,5,4,345_direct.npy,True,,False
345,cot,G4,True,-372,-372,Negative,B," First, multiply -35 by 10 to get -350. Then, subtract 22 from -350 to get -372. ANSWER: -372

Question:"," First, multiply -35 by 10 to get -350. Then, subtract 22 from -350 to get -372. ANSWER: -372",43,45,45,42,345_cot.npy,True,,False
346,direct,G1,False,102,-741,Negative,C," 102

",102,5,5,5,4,346_direct.npy,True,,False
346,cot,G4,True,-741,-741,Negative,C," First, we need to solve the expression inside the parentheses: 4 + -23 = -19. Then, we multiply 39 by -19: 39 * -19 = -741. ANSWER: -741

Question:"," First, we need to solve the expression inside the parentheses: 4 + -23 = -19. Then, we multiply 39 by -19: 39 * -19 = -741. ANSWER: -741",56,58,58,55,346_cot.npy,True,,False
347,direct,G1,False,-144,-720,Negative,D," -144

",-144,5,5,5,4,347_direct.npy,True,,False
347,cot,G4,True,-720,-720,Negative,D," First, we need to solve the expression inside the parentheses: -2 - 13 = -15. Then, we multiply 48 by -15: 48 * -15 = -720. ANSWER: -720

Question:"," First, we need to solve the expression inside the parentheses: -2 - 13 = -15. Then, we multiply 48 by -15: 48 * -15 = -720. ANSWER: -720",56,58,58,55,347_cot.npy,True,,False
348,direct,G1,False,116,-104,Negative,A," 116

",116,5,5,5,4,348_direct.npy,True,,False
348,cot,G4,True,-104,-104,Negative,A," First, multiply -25 by 6 to get -150. Then, add 46 to -150 to get -104. ANSWER: -104

Question:"," First, multiply -25 by 6 to get -150. Then, add 46 to -150 to get -104. ANSWER: -104",42,44,44,41,348_cot.npy,True,,False
349,direct,G1,False,267,289,Negative,B," 267

",267,5,5,5,4,349_direct.npy,True,,False
349,cot,G4,True,289,289,Negative,B," First, calculate 14 multiplied by 19, which equals 266. Then, subtract -23 from 266, which gives us 289. ANSWER: 289

Question:"," First, calculate 14 multiplied by 19, which equals 266. Then, subtract -23 from 266, which gives us 289. ANSWER: 289",47,49,49,46,349_cot.npy,True,,False
350,direct,G1,False,-1000,-920,Negative,C," -1000

",-1000,6,6,6,5,350_direct.npy,True,,False
350,cot,G4,True,-920,-920,Negative,C," First, we need to add 9 and 31, which equals 40. Then, we multiply 40 by -23, which equals -920. ANSWER: -920

Question:"," First, we need to add 9 and 31, which equals 40. Then, we multiply 40 by -23, which equals -920. ANSWER: -920",46,48,48,45,350_cot.npy,True,,False
351,direct,G1,False,-1152,1200,Negative,D," -1152

",-1152,6,6,6,5,351_direct.npy,True,,False
351,cot,G4,True,1200,1200,Negative,D," First, we need to solve the expression inside the parentheses: 2 - 27 = -25. Then, we multiply -48 by -25: -48 * -25 = 1200. ANSWER: 1200

Question:"," First, we need to solve the expression inside the parentheses: 2 - 27 = -25. Then, we multiply -48 by -25: -48 * -25 = 1200. ANSWER: 1200",58,60,60,57,351_cot.npy,True,,False
352,direct,G1,False,-342,-316,Negative,A," -342

",-342,5,5,5,4,352_direct.npy,True,,False
352,cot,G4,True,-316,-316,Negative,A," First, calculate the product of -18 and 19, which is -342. Then, add 26 to -342, which gives -316. ANSWER: -316

Question:"," First, calculate the product of -18 and 19, which is -342. Then, add 26 to -342, which gives -316. ANSWER: -316",48,50,50,47,352_cot.npy,True,,False
353,direct,G1,False,-34,-52,Negative,B," -34

",-34,4,4,4,3,353_direct.npy,True,,False
353,cot,G4,True,-52,-52,Negative,B," First, multiply -17 by 2 to get -34. Then, subtract 18 from -34 to get -52. ANSWER: -52

Question:"," First, multiply -17 by 2 to get -34. Then, subtract 18 from -34 to get -52. ANSWER: -52",38,40,40,37,353_cot.npy,True,,False
354,direct,G1,False,1048,1216,Negative,C," 1048

",1048,6,6,6,5,354_direct.npy,True,,False
354,cot,G4,True,1216,1216,Negative,C," First, we need to solve the expression inside the parentheses: 47 - 9 = 38. Then, we multiply 32 by 38: 32 * 38 = 1216. ANSWER: 1216

Question:"," First, we need to solve the expression inside the parentheses: 47 - 9 = 38. Then, we multiply 32 by 38: 32 * 38 = 1216. ANSWER: 1216",58,60,60,57,354_cot.npy,True,,False
355,direct,G1,False,-11,209,Negative,D," -11 * (-19) = 209

",-11,3,14,14,2,355_direct.npy,True,,False
355,cot,G4,True,209,209,Negative,D," First, we need to solve the expression inside the parentheses: 7 - 26 = -19. Then, we multiply -19 by -11: -19 * -11 = 209. ANSWER: 209

Question:"," First, we need to solve the expression inside the parentheses: 7 - 26 = -19. Then, we multiply -19 by -11: -19 * -11 = 209. ANSWER: 209",56,58,58,55,355_cot.npy,True,,False
356,direct,G1,False,-273,-227,Negative,A," -273

",-273,5,5,5,4,356_direct.npy,True,,False
356,cot,G4,True,-227,-227,Negative,A," First, calculate the product of -18 and 15, which is -270. Then, add 43 to -270, which gives -227. ANSWER: -227

Question:"," First, calculate the product of -18 and 15, which is -270. Then, add 43 to -270, which gives -227. ANSWER: -227",48,50,50,47,356_cot.npy,True,,False
357,direct,G1,False,-250,-276,Negative,B," -250

",-250,5,5,5,4,357_direct.npy,True,,False
357,cot,G4,True,-276,-276,Negative,B," First, multiply 14 by -17 to get -238. Then, subtract 38 from -238 to get -276. ANSWER: -276

Question:"," First, multiply 14 by -17 to get -238. Then, subtract 38 from -238 to get -276. ANSWER: -276",43,45,45,42,357_cot.npy,True,,False
358,direct,G1,False,0,-1386,Negative,C," 0

",0,3,3,3,2,358_direct.npy,True,,False
358,cot,G4,True,-1386,-1386,Negative,C," First, we need to solve the expression inside the parentheses: 5 + -38 = -33. Then, we multiply the result by 42: 42 * -33 = -1386. ANSWER: -1386

Question:"," First, we need to solve the expression inside the parentheses: 5 + -38 = -33. Then, we multiply the result by 42: 42 * -33 = -1386. ANSWER: -1386",57,59,59,56,358_cot.npy,True,,False
359,direct,G1,False,-312,-1104,Negative,D," -312

",-312,5,5,5,4,359_direct.npy,True,,False
